"locus","chr","start","stop"
"AT5G12370","5",4003002,4008445
"AT5G54740","5",22238640,22239137
"AT5G25170","5",8693257,8694438
"AT5G54745","5",22240256,22241233
"AT5G28040","5",10037654,10038937
"AT5G01430","5",176797,178010
"AT5G43270","5",17360527,17362143
"AT5G50180","5",20431116,20432883
"AT5G40810","5",16340200,16342327
"AT5G10170","5",3187538,3190161
"AT5G01730","5",273019,277561
"AT5G48040","5",19470461,19471729
"AT5G01720","5",267118,270391
"AT5G46070","5",18683468,18688397
"AT5G25640","5",8949849,8950331
"AT5G50170","5",20421150,20425524
"AT5G46060","5",18681533,18682459
"AT5G01710","5",263709,265250
"AT5G48657","5",19734019,19734845
"AT5G10180","5",3193225,3196818
"AT5G40820","5",16343860,16353847
"AT5G40800","5",16334810,16335628
"AT5G01740","5",280793,281281
"AT5G40780","5",16323823,16327082
"AT5G46040","5",18671397,18673551
"AT5G50200","5",20436308,20437535
"AT5G10140","5",3173724,3179339
"AT5G46030","5",18670531,18671138
"AT5G22910","5",7660927,7663829
"AT5G01770","5",294539,301773
"AT5G04440","5",1254957,1256624
"AT5G40790","5",16330115,16331026
"AT5G10160","5",3185819,3187159
"AT5G46050","5",18675062,18679071
"AT5G01760","5",291753,294127
"AT5G53460","5",21700518,21709629
"AT5G10150","5",3182176,3183834
"AT5G10190","5",3199205,3201140
"AT5G46100","5",18694316,18695734
"AT5G46360","5",18806858,18808134
"AT5G22900","5",7657224,7659868
"AT5G46350","5",18801403,18803901
"AT5G40850","5",16367205,16368724
"AT5G22890","5",7653541,7654662
"AT5G22875","5",7651307,7651603
"AT5G04490","5",1279867,1281587
"AT5G10200","5",3202378,3204367
"AT5G22880","5",7652130,7652567
"AT5G04480","5",1271886,1277793
"AT5G04460","5",1260009,1263695
"AT5G25600","5",8912959,8914055
"AT5G50160","5",20415832,20418582
"AT5G25610","5",8914498,8916684
"AT5G10130","5",3171551,3172428
"AT5G25590","5",8906684,8909847
"AT5G46080","5",18689723,18690721
"AT5G25580","5",8903550,8906108
"AT5G04470","5",1266893,1267276
"AT5G28090","5",10101042,10102274
"AT5G46090","5",18693485,18694129
"AT5G40830","5",16354611,16355855
"AT5G46025","5",18665255,18665596
"AT5G22920","5",7665143,7667031
"AT5G50240","5",20451251,20452461
"AT5G01790","5",305057,305683
"AT5G25780","5",8973420,8976758
"AT5G40690","5",16290770,16291402
"AT5G40710","5",16295091,16296810
"AT5G22950","5",7681380,7682720
"AT5G04390","5",1239166,1240254
"AT5G25760","5",8967983,8969173
"AT5G10100","5",3157980,3160275
"AT5G40720","5",16298063,16299893
"AT5G01800","5",307422,308646
"AT5G10090","5",3153722,3155745
"AT5G50250","5",20452677,20453965
"AT5G01820","5",313423,314751
"AT5G45930","5",18628095,18629565
"AT5G01830","5",320983,323007
"AT5G01840","5",324552,325364
"AT5G01850","5",332829,334180
"AT5G45920","5",18622822,18624677
"AT5G40730","5",16301153,16301362
"AT5G45940","5",18629665,18630597
"AT5G10080","5",3150843,3153380
"AT5G45970","5",18643761,18645758
"AT5G25790","5",8977233,8979181
"AT5G22960","5",7684014,7685052
"AT5G45960","5",18637174,18640319
"AT5G25800","5",8979761,8982724
"AT5G45950","5",18634155,18636512
"AT5G01810","5",310460,311725
"AT5G46340","5",18796361,18799725
"AT5G04400","5",1241555,1243358
"AT5G45980","5",18648921,18650698
"AT5G10120","5",3169732,3171147
"AT5G46400","5",18820032,18824522
"AT5G10110","5",3166660,3167938
"AT5G22930","5",7668229,7669315
"AT5G40760","5",16311284,16314556
"AT5G50210","5",20442803,20445706
"AT5G04430","5",1250602,1253523
"AT5G46000","5",18654319,18656376
"AT5G46370","5",18809623,18811720
"AT5G46020","5",18663075,18664629
"AT5G46380","5",18813088,18815974
"AT5G46010","5",18660584,18661183
"AT5G40770","5",16315589,16316621
"AT5G50220","5",20446068,20447200
"AT5G22940","5",7677197,7678892
"AT5G46420","5",18829999,18832893
"AT5G25752","5",8951503,8953323
"AT5G43330","5",17390552,17392449
"AT5G04410","5",1243980,1246416
"AT5G34830","5",12981645,12982497
"AT5G40740","5",16302229,16306371
"AT5G25754","5",8953564,8955511
"AT5G25757","5",8965515,8967460
"AT5G25750","5",8950884,8951143
"AT5G03430","5",849237,852867
"AT5G45990","5",18651324,18653892
"AT5G46440","5",18834872,18835153
"AT5G50230","5",20448632,20450855
"AT5G04420","5",1246867,1249455
"AT5G46430","5",18833429,18834409
"AT5G40750","5",16308356,16309819
"AT5G46330","5",18791802,18795407
"AT5G28070","5",10083170,10083519
"AT5G46240","5",18743652,18746561
"AT5G40970","5",16414081,16414290
"AT5G48030","5",19466298,19469753
"AT5G46230","5",18742593,18743024
"AT5G25460","5",8863430,8865394
"AT5G04550","5",1303757,1305556
"AT5G01510","5",201702,205151
"AT5G46250","5",18755388,18758056
"AT5G25450","5",8857036,8857849
"AT5G50100","5",20371916,20373172
"AT5G40960","5",16412745,16412951
"AT5G46260","5",18759102,18763358
"AT5G01500","5",199017,201329
"AT5G50110","5",20373515,20376068
"AT5G46220","5",18738827,18741964
"AT5G01580","5",222760,223852
"AT5G22830","5",7627676,7630633
"AT5G01590","5",224249,226620
"AT5G25470","5",8865854,8867234
"AT5G46210","5",18731569,18736653
"AT5G54580","5",22171332,22172656
"AT5G46270","5",18764833,18769090
"AT5G01570","5",221367,222798
"AT5G01560","5",218170,220245
"AT5G01530","5",209084,210243
"AT5G01540","5",211285,213333
"AT5G03450","5",858954,862238
"AT5G40950","5",16410866,16411845
"AT5G04540","5",1296826,1302299
"AT5G01550","5",214517,216583
"AT5G25440","5",8854975,8856722
"AT5G50090","5",20369961,20370878
"AT5G01450","5",183693,186244
"AT5G41010","5",16424050,16424921
"AT5G12170","5",3931649,3934961
"AT5G01460","5",186823,190008
"AT5G22800","5",7616221,7619961
"AT5G12180","5",3937136,3939323
"AT5G10270","5",3221715,3224674
"AT5G41020","5",16425883,16427649
"AT5G01440","5",179822,181283
"AT5G04600","5",1323700,1325486
"AT5G25425","5",8848549,8848986
"AT5G22810","5",7621568,7623367
"AT5G41000","5",16420910,16423697
"AT5G50070","5",20364556,20365429
"AT5G12150","5",3924393,3930100
"AT5G50080","5",20365948,20366835
"AT5G40990","5",16418920,16420400
"AT5G25430","5",8851251,8854259
"AT5G40980","5",16414877,16415086
"AT5G04590","5",1319404,1322298
"AT5G01490","5",195589,198465
"AT5G28060","5",10069791,10070792
"AT5G01480","5",192990,194231
"AT5G10260","5",3219991,3221301
"AT5G01040","5",13394,16142
"AT5G40940","5",16406656,16407930
"AT5G40890","5",16381645,16384999
"AT5G04520","5",1290012,1291063
"AT5G01680","5",253996,256640
"AT5G46140","5",18705111,18706077
"AT5G01690","5",257410,260345
"AT5G10220","5",3206980,3208784
"AT5G46150","5",18708735,18710424
"AT5G22860","5",7639511,7642945
"AT5G10240","5",3212934,3216418
"AT5G03440","5",857179,857898
"AT5G40880","5",16379481,16381205
"AT5G01660","5",244504,248442
"AT5G10230","5",3209738,3211396
"AT5G04530","5",1292222,1293616
"AT5G46280","5",18769902,18773606
"AT5G03435","5",853365,855693
"AT5G50140","5",20395856,20398197
"AT5G10210","5",3206236,3206829
"AT5G46300","5",18783664,18784617
"AT5G46115","5",18701485,18701709
"AT5G46320","5",18788246,18788888
"AT5G04500","5",1283604,1286155
"AT5G46310","5",18785672,18786956
"AT5G46130","5",18703058,18704390
"AT5G40870","5",16375021,16378384
"AT5G22870","5",7647056,7647679
"AT5G46295","5",18779904,18780119
"AT5G50150","5",20402444,20406375
"AT5G40855","5",16369114,16369350
"AT5G40860","5",16370470,16371985
"AT5G25480","5",8870069,8872199
"AT5G01640","5",241442,242113
"AT5G46160","5",18711456,18712341
"AT5G54540","5",22156604,22157857
"AT5G54530","5",22152781,22154201
"AT5G50120","5",20382630,20383796
"AT5G25510","5",8882728,8884325
"AT5G25500","5",8881118,8882380
"AT5G22840","5",7631103,7633103
"AT5G46200","5",18728050,18730247
"AT5G50115","5",20379489,20381036
"AT5G43320","5",17386043,17388941
"AT5G01600","5",228149,229594
"AT5G54570","5",22167636,22170235
"AT5G25490","5",8876639,8877339
"AT5G54550","5",22158401,22159480
"AT5G54560","5",22161134,22162216
"AT5G22850","5",7633717,7636298
"AT5G54520","5",22146781,22149089
"AT5G46190","5",18723435,18725834
"AT5G25550","5",8894179,8895480
"AT5G10250","5",3217028,3219368
"AT5G46180","5",18718766,18721271
"AT5G46170","5",18715638,18716825
"AT5G40910","5",16395507,16399129
"AT5G01630","5",235117,240911
"AT5G40900","5",16391847,16393375
"AT5G54490","5",22121458,22121841
"AT5G25530","5",8889665,8890954
"AT5G54510","5",22131321,22133564
"AT5G01610","5",231075,231994
"AT5G25540","5",8891770,8892362
"AT5G40930","5",16404523,16405825
"AT5G01030","5",10638,13003
"AT5G07160","5",2219971,2220709
"AT5G07170","5",2222809,2225098
"AT5G13130","5",4166755,4170324
"AT5G27740","5",9823831,9826869
"AT5G07150","5",2215820,2217983
"AT5G27750","5",9828430,9829981
"AT5G07140","5",2212877,2215133
"AT5G62930","5",25254912,25256357
"AT5G62575","5",25117542,25118565
"AT5G62910","5",25250830,25252015
"AT5G49840","5",20255243,20259035
"AT5G04920","5",1439172,1441545
"AT5G27760","5",9830396,9831559
"AT5G62920","5",25252745,25254158
"AT5G62900","5",25248872,25249725
"AT5G13120","5",4162714,4164720
"AT5G13110","5",4158952,4161640
"AT5G06860","5",2132373,2133434
"AT5G07210","5",2252237,2256018
"AT5G55060","5",22342079,22346400
"AT5G07220","5",2265545,2266720
"AT5G07200","5",2243835,2245157
"AT5G13070","5",4148216,4149062
"AT5G07190","5",2237610,2238488
"AT5G13100","5",4156789,4158235
"AT5G13090","5",4153758,4154567
"AT5G07180","5",2227787,2233232
"AT5G27730","5",9820311,9822868
"AT5G13080","5",4149928,4151019
"AT5G06870","5",2133941,2135016
"AT5G06890","5",2135743,2135943
"AT5G62580","5",25120010,25122259
"AT5G49820","5",20246753,20249432
"AT5G04930","5",1445509,1449568
"AT5G27300","5",9620810,9624990
"AT5G62860","5",25232632,25233541
"AT5G57180","5",23168393,23170763
"AT5G05000","5",1474262,1475772
"AT5G62630","5",25143719,25146390
"AT5G62850","5",25230204,25231527
"AT5G55220","5",22397677,22400678
"AT5G57160","5",23155150,23161688
"AT5G62620","5",25137136,25139764
"AT5G43290","5",17371987,17373083
"AT5G55210","5",22396707,22397374
"AT5G06900","5",2136160,2137925
"AT5G62880","5",25237236,25238939
"AT5G20850","5",7070758,7072860
"AT5G04990","5",1471698,1473770
"AT5G49810","5",20239418,20246046
"AT5G04950","5",1457876,1458838
"AT5G04960","5",1461985,1463809
"AT5G62890","5",25243723,25247075
"AT5G57200","5",23177696,23180601
"AT5G62600","5",25123337,25132473
"AT5G04940","5",1454616,1456628
"AT5G49850","5",20260049,20262232
"AT5G48620","5",19717406,19720932
"AT5G04970","5",1464262,1467001
"AT5G27890","5",9903640,9905347
"AT5G62610","5",25133117,25134600
"AT5G57190","5",23171531,23175364
"AT5G57210","5",23181088,23183705
"AT5G13060","5",4142958,4146952
"AT5G27720","5",9815904,9817304
"AT5G55020","5",22324599,22326248
"AT5G07270","5",2280821,2283384
"AT5G62530","5",25099768,25103159
"AT5G27910","5",9940736,9941299
"AT5G49630","5",20142681,20146441
"AT5G49640","5",20151417,20151629
"AT5G07260","5",2278058,2280091
"AT5G62540","5",25104679,25105465
"AT5G07225","5",2268642,2270227
"AT5G62550","5",25105839,25107875
"AT5G07280","5",2285088,2288666
"AT5G27690","5",9803796,9805036
"AT5G07240","5",2272028,2274051
"AT5G07250","5",2274437,2275935
"AT5G07230","5",2271013,2271408
"AT5G03480","5",869208,870855
"AT5G55280","5",22420740,22422527
"AT5G07290","5",2294248,2298491
"AT5G62490","5",25090206,25091345
"AT5G57310","5",23211030,23211620
"AT5G57300","5",23208705,23210611
"AT5G62480","5",25088775,25089566
"AT5G57320","5",23212690,23217549
"AT5G55290","5",22423037,22424086
"AT5G49580","5",20123823,20126813
"AT5G62500","5",25092929,25095006
"AT5G49590","5",20128736,20129554
"AT5G49890","5",20288489,20292143
"AT5G55010","5",22321900,22322229
"AT5G49610","5",20131448,20132527
"AT5G49600","5",20130780,20131295
"AT5G62510","5",25095373,25096635
"AT5G06905","5",2138438,2140078
"AT5G48640","5",19723653,19725641
"AT5G49880","5",20282305,20287775
"AT5G27710","5",9813069,9815018
"AT5G62960","5",25269444,25271533
"AT5G55250","5",22407589,22410854
"AT5G49860","5",20264567,20265334
"AT5G57240","5",23193449,23195303
"AT5G06850","5",2127200,2129584
"AT5G62950","5",25262355,25263033
"AT5G57220","5",23187911,23189681
"AT5G62940","5",25257183,25258504
"AT5G55040","5",22327727,22331703
"AT5G57230","5",23190572,23191485
"AT5G55240","5",22405963,22407158
"AT5G13050","5",4136912,4138711
"AT5G55050","5",22337745,22339741
"AT5G57260","5",23198694,23200273
"AT5G57270","5",23200984,23203105
"AT5G49870","5",20270347,20272548
"AT5G63000","5",25280151,25281463
"AT5G62990","5",25277828,25279312
"AT5G55270","5",22419218,22420303
"AT5G63010","5",25281739,25282967
"AT5G62560","5",25110073,25111752
"AT5G63020","5",25283252,25286002
"AT5G57290","5",23207049,23207835
"AT5G62980","5",25276384,25277083
"AT5G27700","5",9807541,9808048
"AT5G06830","5",2116882,2119559
"AT5G06810","5",2108493,2112256
"AT5G62970","5",25272033,25273537
"AT5G57280","5",23204533,23206485
"AT5G06820","5",2112994,2116663
"AT5G55260","5",22416808,22418621
"AT5G49660","5",20161401,20164534
"AT5G62840","5",25228296,25229672
"AT5G57060","5",23090666,23091796
"AT5G27820","5",9860584,9860928
"AT5G57070","5",23096221,23097948
"AT5G62730","5",25197494,25200033
"AT5G62670","5",25159495,25164957
"AT5G55132","5",22379086,22379469
"AT5G57050","5",23087720,23089303
"AT5G13280","5",4249516,4252654
"AT5G62680","5",25165430,25167822
"AT5G57080","5",23098959,23099368
"AT5G57020","5",23075451,23076755
"AT5G49760","5",20216679,20221052
"AT5G55135","5",22379959,22380386
"AT5G57030","5",23077398,23079818
"AT5G62740","5",25201320,25202535
"AT5G27810","5",9855827,9856186
"AT5G27800","5",9842412,9843804
"AT5G55110","5",22367870,22368361
"AT5G57100","5",23106563,23108440
"AT5G27330","5",9632997,9634883
"AT5G49770","5",20222860,20227267
"AT5G57010","5",23068207,23070203
"AT5G62760","5",25204730,25209393
"AT5G55120","5",22369515,22371709
"AT5G62750","5",25203677,25204051
"AT5G27340","5",9635885,9636884
"AT5G55130","5",22373374,22376028
"AT5G57090","5",23100765,23104456
"AT5G62660","5",25156326,25157465
"AT5G55140","5",22381370,22381787
"AT5G57015","5",23071508,23074577
"AT5G13270","5",4246954,4249212
"AT5G05100","5",1505461,1506940
"AT5G13210","5",4214567,4216588
"AT5G07050","5",2191533,2193416
"AT5G49740","5",20205549,20208628
"AT5G05050","5",1491639,1493457
"AT5G05060","5",1494334,1494999
"AT5G07040","5",2190344,2190823
"AT5G05090","5",1503393,1504193
"AT5G07030","5",2183600,2185717
"AT5G06990","5",2169699,2170484
"AT5G05080","5",1498727,1499972
"AT5G07010","5",2174960,2176039
"AT5G05070","5",1496896,1498441
"AT5G07020","5",2180669,2182284
"AT5G62710","5",25187438,25190325
"AT5G05040","5",1487260,1487968
"AT5G07060","5",2194394,2195872
"AT5G49750","5",20210878,20213734
"AT5G13250","5",4234486,4241615
"AT5G13260","5",4243164,4246677
"AT5G62690","5",25181560,25183501
"AT5G05010","5",1477137,1479872
"AT5G57035","5",23080743,23083819
"AT5G27790","5",9840925,9842003
"AT5G05030","5",1484240,1486007
"AT5G57040","5",23084035,23085116
"AT5G13230","5",4222514,4224982
"AT5G05020","5",1481084,1481548
"AT5G07070","5",2196743,2198113
"AT5G13240","5",4225261,4227152
"AT5G27350","5",9648958,9654176
"AT5G62700","5",25184501,25186426
"AT5G62650","5",25152873,25155872
"AT5G62770","5",25210564,25211370
"AT5G57000","5",23063870,23065203
"AT5G06950","5",2152323,2154174
"AT5G07120","5",2207065,2209355
"AT5G13150","5",4172969,4174930
"AT5G07130","5",2210567,2212525
"AT5G55070","5",22347637,22350409
"AT5G13320","5",4268902,4270896
"AT5G07110","5",2206121,2206771
"AT5G13310","5",4263561,4264989
"AT5G13300","5",4255923,4262018
"AT5G06960","5",2155742,2157400
"AT5G27360","5",9657119,9662425
"AT5G49800","5",20234771,20236135
"AT5G13160","5",4176854,4179682
"AT5G27860","5",9875068,9876442
"AT5G20840","5",7061638,7068572
"AT5G06940","5",2148078,2150771
"AT5G27870","5",9878991,9881806
"AT5G13330","5",4272384,4274461
"AT5G62830","5",25226168,25226782
"AT5G27880","5",9885908,9886744
"AT5G06920","5",2142858,2143919
"AT5G49680","5",20176385,20188307
"AT5G49665","5",20167119,20169420
"AT5G55200","5",22394705,22396335
"AT5G55170","5",22385468,22386071
"AT5G57140","5",23149926,23151370
"AT5G57130","5",23145291,23149395
"AT5G13340","5",4277939,4279397
"AT5G13140","5",4170688,4171744
"AT5G06930","5",2145139,2147849
"AT5G55190","5",22392285,22393957
"AT5G57123","5",23127215,23127418
"AT5G06910","5",2140598,2142525
"AT5G49690","5",20189968,20191350
"AT5G49700","5",20192599,20193429
"AT5G27780","5",9838885,9839313
"AT5G49780","5",20229499,20233095
"AT5G62780","5",25213386,25214137
"AT5G13180","5",4196643,4197577
"AT5G13190","5",4204987,4206205
"AT5G55150","5",22382275,22383392
"AT5G13200","5",4207081,4208079
"AT5G57110","5",23109729,23116857
"AT5G56990","5",23061070,23061883
"AT5G49720","5",20197765,20200168
"AT5G49730","5",20201355,20204455
"AT5G56970","5",23044944,23048245
"AT5G56980","5",23056574,23057713
"AT5G57120","5",23122767,23124400
"AT5G55090","5",22356852,22358198
"AT5G27770","5",9836166,9837113
"AT5G27850","5",9873169,9874297
"AT5G07080","5",2200353,2201975
"AT5G27310","5",9625449,9626561
"AT5G03470","5",866795,868872
"AT5G07090","5",2202410,2203805
"AT5G55080","5",22351576,22353058
"AT5G13170","5",4181331,4183171
"AT5G07100","5",2204313,2205647
"AT5G27320","5",9629254,9630746
"AT5G62820","5",25223828,25224898
"AT5G62800","5",25218663,25219967
"AT5G06970","5",2158431,2166004
"AT5G62810","5",25220323,25223571
"AT5G04910","5",1437695,1438770
"AT5G27920","5",9942063,9944507
"AT5G13030","5",4133216,4136461
"AT5G27606","5",9752002,9753404
"AT5G57620","5",23334904,23336388
"AT5G62320","5",25028885,25029786
"AT5G62330","5",25031601,25032204
"AT5G62340","5",25033602,25034222
"AT5G27610","5",9764852,9769706
"AT5G62350","5",25037504,25038112
"AT5G03520","5",883679,885158
"AT5G62370","5",25041901,25044849
"AT5G57610","5",23325307,23329099
"AT5G62360","5",25040699,25041310
"AT5G41340","5",16538296,16539956
"AT5G57625","5",23337865,23338577
"AT5G57630","5",23341092,23343143
"AT5G62310","5",25023405,25028414
"AT5G07600","5",2404652,2405481
"AT5G07610","5",2406068,2407330
"AT5G07620","5",2407401,2409066
"AT5G62300","5",25021388,25022235
"AT5G20820","5",7046911,7047294
"AT5G22690","5",7541369,7544888
"AT5G07590","5",2401712,2403731
"AT5G07580","5",2399525,2400349
"AT5G54900","5",22295412,22298126
"AT5G27945","5",9976007,9977601
"AT5G57590","5",23318593,23322687
"AT5G29624","5",11285138,11286604
"AT5G41350","5",16542026,16543092
"AT5G41370","5",16551337,16555792
"AT5G04810","5",1390049,1393760
"AT5G07500","5",2372716,2373453
"AT5G07510","5",2377858,2378763
"AT5G07490","5",2370248,2371003
"AT5G29613","5",11280577,11281110
"AT5G49960","5",20324173,20327687
"AT5G04830","5",1402294,1403671
"AT5G57550","5",23305055,23306384
"AT5G53420","5",21673683,21675469
"AT5G04820","5",1399685,1400467
"AT5G22670","5",7538192,7539685
"AT5G04800","5",1389217,1389642
"AT5G12850","5",4057068,4059188
"AT5G04790","5",1388155,1388319
"AT5G27620","5",9771762,9774684
"AT5G57565","5",23310872,23311494
"AT5G57570","5",23313784,23314194
"AT5G03510","5",880353,881231
"AT5G41360","5",16544574,16549121
"AT5G57580","5",23314994,23317683
"AT5G07630","5",2410703,2414523
"AT5G48610","5",19712614,19714861
"AT5G22680","5",7540041,7540748
"AT5G07520","5",2380208,2381230
"AT5G07530","5",2382678,2384495
"AT5G57560","5",23307296,23308235
"AT5G07540","5",2386212,2387206
"AT5G07560","5",2390468,2391044
"AT5G07570","5",2391722,2396329
"AT5G07550","5",2388574,2389184
"AT5G49980","5",20334420,20336531
"AT5G62290","5",25019568,25020972
"AT5G57670","5",23360531,23363694
"AT5G04780","5",1384540,1386447
"AT5G57685","5",23366356,23366802
"AT5G41300","5",16515004,16516102
"AT5G54820","5",22269859,22271777
"AT5G12440","5",4035891,4038604
"AT5G04770","5",1379118,1382304
"AT5G41310","5",16516634,16522392
"AT5G54830","5",22273394,22276117
"AT5G54840","5",22276611,22278328
"AT5G12430","5",4028475,4034086
"AT5G34885","5",13201546,13201893
"AT5G30341","5",11365987,11366641
"AT5G01020","5",6309,8270
"AT5G41280","5",16509532,16510729
"AT5G12410","5",4021974,4023950
"AT5G41270","5",16507797,16508813
"AT5G34870","5",13185521,13187946
"AT5G04750","5",1372202,1373361
"AT5G12420","5",4024568,4026715
"AT5G34883","5",13199598,13199945
"AT5G57690","5",23372063,23374469
"AT5G01015","5",5335,5769
"AT5G41290","5",16512326,16513500
"AT5G34881","5",13197652,13197999
"AT5G04760","5",1373752,1374529
"AT5G53430","5",21677623,21683166
"AT5G57660","5",23355573,23356729
"AT5G54855","5",22282902,22284251
"AT5G54880","5",22291920,22293104
"AT5G27580","5",9736651,9737322
"AT5G12480","5",4047817,4050035
"AT5G41330","5",16536452,16537828
"AT5G20870","5",7080037,7081739
"AT5G12840","5",4051147,4052961
"AT5G54890","5",22293346,22294909
"AT5G22700","5",7545653,7547307
"AT5G07640","5",2414847,2415876
"AT5G54870","5",22289149,22291604
"AT5G27600","5",9742616,9746795
"AT5G07650","5",2416375,2421814
"AT5G27950","5",9984774,9987493
"AT5G62280","5",25017165,25017985
"AT5G07660","5",2422839,2429912
"AT5G27570","5",9734896,9736131
"AT5G12470","5",4044950,4047290
"AT5G57640","5",23344766,23345446
"AT5G12450","5",4040937,4041128
"AT5G57650","5",23345797,23346285
"AT5G27560","5",9731758,9733644
"AT5G48655","5",19731575,19732486
"AT5G54850","5",22280755,22281363
"AT5G03530","5",885741,887061
"AT5G22730","5",7551632,7553219
"AT5G41320","5",16534442,16535989
"AT5G27960","5",9991685,9992770
"AT5G41315","5",16529457,16532866
"AT5G12460","5",4043057,4044583
"AT5G54860","5",22284721,22287025
"AT5G57540","5",23302996,23304049
"AT5G41490","5",16600445,16601608
"AT5G27370","5",9667311,9667886
"AT5G12960","5",4097788,4101518
"AT5G07360","5",2326925,2330011
"AT5G41480","5",16595967,16598523
"AT5G49900","5",20297235,20302019
"AT5G12970","5",4102992,4105301
"AT5G27940","5",9974467,9974940
"AT5G53440","5",21683679,21687970
"AT5G27680","5",9794244,9798637
"AT5G07370","5",2331251,2332111
"AT5G12980","5",4105562,4108139
"AT5G41500","5",16604002,16605213
"AT5G27670","5",9792807,9793365
"AT5G55000","5",22318644,22321599
"AT5G49910","5",20303470,20306295
"AT5G57390","5",23253459,23256437
"AT5G20830","5",7050599,7054032
"AT5G54990","5",22317505,22318185
"AT5G49930","5",20308260,20312736
"AT5G57400","5",23262307,23263217
"AT5G27650","5",9785511,9789094
"AT5G54980","5",22315799,22316560
"AT5G07330","5",2316064,2316641
"AT5G49920","5",20306637,20307583
"AT5G41450","5",16588600,16589094
"AT5G07390","5",2336063,2339728
"AT5G12950","5",4093117,4096806
"AT5G27660","5",9789835,9792235
"AT5G03490","5",871550,872947
"AT5G41460","5",16589724,16592197
"AT5G57380","5",23246538,23249289
"AT5G41470","5",16593953,16595419
"AT5G07320","5",2310248,2312082
"AT5G13010","5",4122747,4128660
"AT5G57350","5",23231208,23236381
"AT5G41510","5",16607124,16608326
"AT5G04890","5",1427217,1428390
"AT5G04895","5",1428796,1434516
"AT5G29050","5",11111692,11112283
"AT5G57345","5",23229562,23230587
"AT5G57330","5",23218392,23220664
"AT5G55310","5",22430389,22434590
"AT5G13020","5",4129691,4132089
"AT5G57340","5",23228022,23229094
"AT5G04900","5",1434826,1437194
"AT5G53450","5",21689204,21692242
"AT5G20860","5",7076890,7079077
"AT5G04860","5",1411760,1414459
"AT5G07300","5",2299996,2303040
"AT5G13000","5",4110445,4121202
"AT5G12990","5",4109234,4109768
"AT5G27930","5",9958199,9960219
"AT5G07310","5",2305684,2306660
"AT5G29070","5",11132175,11133516
"AT5G04885","5",1423369,1426628
"AT5G04870","5",1417015,1419877
"AT5G57370","5",23244811,23245470
"AT5G54970","5",22313271,22313648
"AT5G62460","5",25075545,25077072
"AT5G43280","5",17367947,17369113
"AT5G57460","5",23275321,23277261
"AT5G54910","5",22298668,22301719
"AT5G57480","5",23279406,23280968
"AT5G41410","5",16580424,16583770
"AT5G49945","5",20317418,20319432
"AT5G12900","5",4072151,4074445
"AT5G07480","5",2367167,2369554
"AT5G41430","5",16586119,16586604
"AT5G07460","5",2360844,2361885
"AT5G41440","5",16587235,16587609
"AT5G12910","5",4077162,4077557
"AT5G07475","5",2364827,2365536
"AT5G07470","5",2362760,2364286
"AT5G57490","5",23283895,23285335
"AT5G12890","5",4069658,4071124
"AT5G41400","5",16569584,16570114
"AT5G12870","5",4062939,4064939
"AT5G57520","5",23296019,23296471
"AT5G57530","5",23300469,23301549
"AT5G12860","5",4059927,4061919
"AT5G41380","5",16562129,16563553
"AT5G41390","5",16565576,16567253
"AT5G57510","5",23289164,23289556
"AT5G49950","5",20319871,20323552
"AT5G12880","5",4068714,4068935
"AT5G04840","5",1406005,1407648
"AT5G57500","5",23286406,23287525
"AT5G03500","5",876673,877660
"AT5G07450","5",2358418,2359253
"AT5G07430","5",2352549,2354069
"AT5G48650","5",19727279,19729533
"AT5G54950","5",22309832,22310242
"AT5G22640","5",7529423,7533641
"AT5G57440","5",23271518,23272900
"AT5G29210","5",11153466,11153945
"AT5G54960","5",22310858,22312681
"AT5G62440","5",25072620,25073917
"AT5G57450","5",23274008,23274922
"AT5G62430","5",25069298,25070787
"AT5G57420","5",23270024,23270959
"AT5G62420","5",25064835,25066111
"AT5G12940","5",4087782,4088897
"AT5G22650","5",7534120,7536054
"AT5G07410","5",2345852,2347276
"AT5G54940","5",22308420,22308758
"AT5G54930","5",22305897,22306839
"AT5G12930","5",4083155,4085222
"AT5G07420","5",2349547,2351366
"AT5G07440","5",2356153,2358012
"AT5G62380","5",25050684,25051858
"AT5G62390","5",25052377,25054170
"AT5G29560","5",11190543,11191963
"AT5G27630","5",9776101,9780780
"AT5G62410","5",25056308,25062436
"AT5G62400","5",25054614,25055606
"AT5G49940","5",20315464,20317228
"AT5G07400","5",2340814,2345321
"AT5G28720","5",10776131,10776952
"AT5G45910","5",18620420,18622264
"AT5G01860","5",335630,336277
"AT5G38565","5",15444571,15446009
"AT5G51630","5",20970069,20974666
"AT5G42100","5",16829460,16831168
"AT5G42110","5",16831951,16832226
"AT5G42120","5",16833073,16835148
"AT5G17120","5",5628529,5629324
"AT5G03340","5",810091,813133
"AT5G63170","5",25338699,25340096
"AT5G23320","5",7853368,7853961
"AT5G38570","5",15449279,15450601
"AT5G17110","5",5626563,5627474
"AT5G23330","5",7854194,7855738
"AT5G63150","5",25330244,25330660
"AT5G66140","5",26437445,26438677
"AT5G63160","5",25333485,25335399
"AT5G51640","5",20975401,20977378
"AT5G48710","5",19755065,19755572
"AT5G42130","5",16835572,16836810
"AT5G24340","5",8297328,8300156
"AT5G38560","5",15439844,15443007
"AT5G23360","5",7861817,7862449
"AT5G42170","5",16848786,16851707
